54000,16.0
54038.75,15.9999205967
54045.0,15.999892916
54052.0,15.9998570086
54055.0,15.9998400332
54060.25,15.9998080357
54153.0,15.998762093
54226.25,15.997293151
54247.25,15.996767397
54265.0,15.9962866581
54272.5,15.9960735212
54298.25,15.9952965087
54345.25,15.9936976242
54353.0,15.9934115648
54365.25,15.9929464668
54370.75,15.9927324916
54372.0,15.9926834153
54377.0,15.9924854599
54384.75,15.9921734112
54399.0,15.991583091
54448.25,15.9893777658
54464.0,15.988618478
54491.0,15.9872559405
54495.25,15.9870344606
54505.25,15.986505815
54507.25,15.98639882
54514.25,15.986021015
54539.5,15.9846152766
54553.75,15.9837922619
54559.75,15.9834393245
54570.5,15.9827974874
54603.5,15.9807511137
54609.75,15.9803506181
54653.75,15.9774146791
54655.5,15.977293693
54657.0,15.977189734
54691.0,15.9747697987
54703.25,15.9738680957
54706.25,15.9736448635
54713.0,15.973139129
54744.5,15.9707156652
54753.5,15.9700040811
54757.5,15.9696850879
54770.75,15.9686164092
54771.75,15.9685350053
54773.5,15.9683922955
54795.5,15.9665707752
54829.0,15.963699434
54836.0,15.963084566
54838.5,15.9628637235
54845.5,15.9622418738
54851.0,15.9617496692
54852.75,15.9615923928
54854.5,15.9614347949
54856.0,15.9612994552
54864.5,15.9605280701
54866.75,15.9603226108
54880.5,15.9590554846
54894.25,15.9577685251
54903.75,15.9568677705
54916.5,15.9556439899
54922.75,15.9550378728
54926.0,15.9547210737
54930.75,15.9542560683
54932.5,15.9540841544
54934.75,15.9538626507
54938.75,15.9534675565
54951.5,15.952197005
54968.5,15.9504764463
55056.0,15.9411420897
55058.0,15.9409193721
55059.0,15.9408078566
55065.0,15.9401365684
55069.5,15.9396306333
55104.5,15.9356233688
55105.25,15.9355360988
55111.5,15.9348065646
55123.75,15.9333648494
55143.75,15.9309773745
55182.5,15.9262329264
55187.0,15.9256718144
55197.5,15.9243543481
55219.75,15.9215246243
55220.5,15.9214283423
55263.0,15.9158767123
55316.75,15.9085865677
55328.75,15.9069180213
55392.5,15.8978033624
55393.25,15.8976936236
55397.5,15.8970706693
55400.75,15.89659303
55404.75,15.8960036642
55422.75,15.8933310144
55433.75,15.8916812168
55441.5,15.8905113408
55458.5,15.8879233992
55476.75,15.8851119092
55491.5,15.8828144579
55492.25,15.8826970379
55501.25,15.8812834662
55526.25,15.8773130009
55529.25,15.8768322107
55531.5,15.8764710087
55541.25,15.8748997659
55581.5,15.8683096207
55600.75,15.8650988204
55614.75,15.8627397378
55641.0,15.8582621232
55649.75,15.8567538449
55652.25,15.8563214633
55659.75,15.8550204665
55677.5,15.8519184285
55685.25,15.8505538744
55713.75,15.8454828465
55726.5,15.843187269
55737.0,15.8412842873
55744.75,15.8398724629
55760.0,15.8370764032
55781.5,15.8330939964
55786.75,15.8321143676
55788.25,15.8318339562
55825.25,15.8248443732
55831.5,15.8236499002
55875.0,15.8152260096
55877.5,15.8147360177
55897.0,15.8108922389
55907.25,15.8088562724
55942.25,15.8018236648
55952.25,15.7997914853
55953.5,15.7995367489
55960.0,15.7982095624
55963.25,15.7975443608
55965.75,15.7970319379
55969.75,15.7962107421
55971.75,15.7957995354
55978.0,15.7945118992
55988.75,15.7922878979
