300,1048.79536825
600,7385.671231
900,10868.001531
1200,8527.625394
1500,6814.21791625
1800,9029.7867925
2100,52063.1821903
2400,101152.372752
2700,160626.952104
3000,175199.863788
3300,315775.781695
3600,288956.401283
3900,151109.085172
4200,139021.123462
4500,136972.597053
4800,119497.342394
5100,140534.45982
5400,225456.487901
5700,292215.912851
6000,284534.114047
6300,198538.187133
6600,182864.030161
6900,177277.48046
7200,194503.77004
7500,214494.757983
7800,201792.343749
8100,173669.621604
8400,175728.84862
8700,142886.461112
9000,205827.000304
9300,261217.538807
9600,354555.007789
9900,529316.011399
10200,511854.933035
10500,428314.97419
10800,346933.329751
11100,357722.093693
11400,279488.129901
11700,387063.607904
12000,334959.91901
12300,363498.703596
12600,252702.791328
12900,190737.642445
13200,70755.9588097
13500,62303.031404
13800,74371.4857347
14100,65875.5683647
14400,76468.4541277
14700,51585.3670172
15000,43498.785615
15300,28312.096336
15600,26848.0170658
15900,38252.7960275
16200,33377.0293043
16500,38555.1417575
16800,51176.4202975
17100,75314.968744
17400,64427.0619235
17700,53866.000458
18000,75686.853563
