0.25,0
0.5,0
0.75,1
1.0,1
1.25,1
1.5,1
1.75,1
2.0,2
2.25,2
2.5,2
2.75,3
3.0,3
3.25,3
3.5,4
3.75,4
4.0,4
4.25,4
4.5,4
4.75,4
5.0,4
5.25,4
5.5,4
5.75,4
6.0,4
6.25,4
6.5,4
6.75,4
7.0,4
7.25,4
7.5,4
7.75,4
8.0,5
8.25,5
8.5,5
8.75,5
9.0,6
9.25,6
9.5,6
9.75,6
10.0,7
10.25,7
10.5,7
10.75,7
11.0,7
11.25,7
11.5,7
11.75,8
12.0,8
12.25,8
12.5,9
12.75,9
13.0,9
13.25,9
13.5,10
13.75,10
14.0,10
14.25,10
14.5,10
14.75,10
15.0,10
15.25,10
15.5,10
15.75,10
16.0,10
16.25,10
16.5,10
16.75,11
17.0,11
17.25,11
17.5,11
17.75,11
18.0,11
18.25,12
18.5,12
18.75,12
19.0,12
19.25,12
19.5,12
19.75,12
20.0,12
20.25,12
20.5,12
20.75,12
21.0,12
21.25,12
21.5,12
21.75,12
22.0,13
22.25,13
22.5,13
22.75,14
23.0,14
23.25,14
23.5,14
23.75,14
24.0,14
24.25,15
24.5,15
24.75,16
25.0,16
25.25,16
25.5,16
25.75,16
26.0,17
26.25,17
26.5,17
26.75,17
27.0,17
27.25,17
27.5,17
27.75,17
28.0,17
28.25,17
28.5,17
28.75,17
29.0,17
29.25,17
29.5,17
29.75,17
30.0,17
30.25,17
30.5,18
30.75,18
31.0,18
31.25,19
31.5,19
31.75,19
32.0,19
32.25,20
32.5,20
32.75,20
33.0,20
33.25,20
33.5,20
33.75,20
34.0,20
34.25,20
34.5,20
34.75,20
35.0,20
35.25,20
35.5,20
35.75,20
36.0,21
36.25,21
36.5,22
36.75,22
37.0,22
37.25,22
37.5,23
37.75,23
38.0,23
38.25,23
38.5,23
38.75,23
39.0,23
39.25,23
39.5,24
39.75,24
40.0,24
40.25,24
40.5,24
40.75,24
41.0,24
41.25,24
41.5,24
41.75,24
42.0,24
42.25,24
42.5,25
42.75,25
43.0,25
43.25,26
43.5,26
43.75,27
44.0,26
44.25,26
44.5,26
44.75,26
45.0,26
45.25,26
45.5,26
45.75,27
46.0,27
46.25,27
46.5,27
46.75,27
47.0,27
47.25,27
47.5,28
47.75,28
48.0,28
48.25,28
48.5,27
48.75,27
49.0,27
49.25,27
49.5,27
49.75,27
50.0,27
50.25,27
50.5,27
50.75,28
51.0,28
51.25,28
51.5,28
51.75,28
52.0,28
52.25,29
52.5,29
52.75,29
53.0,29
53.25,29
53.5,30
53.75,30
54.0,30
54.25,30
54.5,30
54.75,30
55.0,29
55.25,29
55.5,29
55.75,30
56.0,30
56.25,30
56.5,31
56.75,31
57.0,31
57.25,31
57.5,31
57.75,31
58.0,31
58.25,31
58.5,31
58.75,31
59.0,32
59.25,32
59.5,31
59.75,31
60.0,31
60.25,32
60.5,32
60.75,32
61.0,32
61.25,32
61.5,32
61.75,32
62.0,32
62.25,32
62.5,32
62.75,32
63.0,32
63.25,32
63.5,32
63.75,32
64.0,32
64.25,32
64.5,32
64.75,32
65.0,32
65.25,32
65.5,32
65.75,32
66.0,32
66.25,32
66.5,32
66.75,32
67.0,32
67.25,32
67.5,32
67.75,32
68.0,32
68.25,33
68.5,33
68.75,33
69.0,33
69.25,33
69.5,33
69.75,33
70.0,33
70.25,33
70.5,33
70.75,33
71.0,33
71.25,34
71.5,34
71.75,34
72.0,34
72.25,34
72.5,34
72.75,35
73.0,35
73.25,35
73.5,35
73.75,35
74.0,35
74.25,35
74.5,34
74.75,34
75.0,34
75.25,34
75.5,34
75.75,34
76.0,34
76.25,34
76.5,34
76.75,34
77.0,34
77.25,34
77.5,34
77.75,34
78.0,34
78.25,34
78.5,34
78.75,34
79.0,34
79.25,34
79.5,34
79.75,34
80.0,34
80.25,34
80.5,34
80.75,34
81.0,34
81.25,34
81.5,34
81.75,34
82.0,34
82.25,33
82.5,33
82.75,33
83.0,33
83.25,33
83.5,33
83.75,33
84.0,32
84.25,32
84.5,32
84.75,32
85.0,33
85.25,33
85.5,33
85.75,34
86.0,34
86.25,34
86.5,34
86.75,34
87.0,34
87.25,34
87.5,34
87.75,34
88.0,34
